gene_id,sample1,sample2,sample3,sample4,sample5,sample6
gene-LINC00385|LINC00385,0,0,7,3,0,0
gene-TRN-GTT2-4|TRN-GTT2-4,0,0,0,0,0,0
gene-LINC00398|LINC00398,0,0,0,0,0,0
gene-LINC00545|LINC00545,0,2,0,0,0,0
gene-TEX26-AS1|TEX26-AS1,0,7,31,0,3,0
gene-MEDAG|MEDAG,0,19,0,0,0,0
gene-LINC01066|LINC01066,0,0,0,0,0,0
gene-LOC124903147|LOC124903147,0,0,0,0,0,0
gene-LOC102723392|LOC102723392,0,0,8,0,0,0
gene-LOC105370148|LOC105370148,0,40,0,0,0,0
gene-LOC105370150|LOC105370150,0,6,0,0,0,0
gene-PDS5B-DT|PDS5B-DT,0,0,0,0,0,0
gene-LINC00423|LINC00423,0,9,0,0,0,0
gene-TOMM22P3|TOMM22P3,0,0,0,0,0,0
gene-LOC124903151|LOC124903151,0,0,0,0,0,0
gene-KL|KL,0,53,0,3,0,0
gene-LOC107984551|LOC107984551,0,0,0,0,0,0
gene-LOC105370156|LOC105370156,0,0,3,0,0,0
gene-LOC107984589|LOC107984589,0,0,0,0,0,0
gene-LOC124903153|LOC124903153,0,0,0,0,0,0
gene-LOC124900343|LOC124900343,0,0,0,0,0,0
gene-LOC124903154|LOC124903154,0,0,0,0,0,0
gene-LOC105370159|LOC105370159,0,10,0,0,0,0
gene-LOC107987189|LOC107987189,0,0,0,0,0,0
gene-LOC124903231|LOC124903231,0,0,0,0,0,0
gene-LOC105370161|LOC105370161,0,0,0,0,0,0
gene-LOC107984604|LOC107984604,0,9,9,0,0,0
gene-CCNA1|CCNA1,0,0,42,0,0,0
gene-LOC124903155|LOC124903155,0,0,14,0,0,0
gene-LOC124903157|LOC124903157,0,0,0,0,5,0
gene-SERTM1|SERTM1,0,32,0,0,0,0
gene-LOC102723490|LOC102723490,0,0,60,0,0,0
gene-LOC124903156|LOC124903156,0,0,10,0,0,0
gene-ARL2BPP3|ARL2BPP3,0,0,0,0,0,0
gene-LAMTOR3P1|LAMTOR3P1,0,0,0,0,0,0
gene-RPL29P28|RPL29P28,0,5,0,0,0,0
gene-EIF4A1P5|EIF4A1P5,0,3,14,0,0,0
gene-LOC105377814|LOC105377814,0,0,8,0,0,0
gene-LOC124903159|LOC124903159,0,0,3,0,0,0
gene-LINC01048|LINC01048,0,4,7,0,0,0
gene-TRPC4|TRPC4,0,0,3,0,3,3
gene-LOC124903160|LOC124903160,0,0,0,0,0,0
gene-LINC00437|LINC00437,0,0,0,0,0,0
gene-LOC105370167|LOC105370167,0,5,8,0,0,0
gene-LINC00366|LINC00366,0,24,0,0,0,0
gene-FREM2|FREM2,0,16,33,0,0,0
gene-FREM2-AS1|FREM2-AS1,0,0,0,0,0,0
gene-STOML3|STOML3,0,0,0,0,0,0
gene-NXT1P1|NXT1P1,0,14,2,0,0,0
gene-LOC107984579|LOC107984579,0,0,0,0,0,0
gene-LOC124903161|LOC124903161,0,0,0,0,0,0
gene-LOC107984580|LOC107984580,0,7,9,0,0,0
gene-LOC124903255|LOC124903255,0,0,0,0,0,0
gene-LOC105370171|LOC105370171,0,0,0,0,0,0
gene-LOC107984569|LOC107984569,0,0,0,0,0,0
gene-LOC124903162|LOC124903162,0,0,0,5,0,0
gene-LINC00332|LINC00332,0,0,0,0,0,0
gene-LINC00548|LINC00548,0,8,23,0,0,0
gene-MIR320D1|MIR320D1,0,0,2,0,0,0
rna-NR_031723.2|MIR320D1,0,0,1,0,0,0
gene-MIR3168|MIR3168,0,3,1,0,0,0
rna-NR_036127.1|MIR3168,0,1,1,0,0,0
gene-RN7SL597P|RN7SL597P,0,0,0,0,0,1
gene-VWA8-AS1|VWA8-AS1,0,7,23,3,0,0
gene-LOC105370176|LOC105370176,0,0,0,0,0,0
gene-LINC02341|LINC02341,0,0,0,0,0,0
gene-LOC124903164|LOC124903164,0,23,40,0,0,0
gene-LINC01050|LINC01050,0,0,0,0,0,0
gene-LOC105370179|LOC105370179,0,0,0,0,0,0
gene-LOC124903166|LOC124903166,0,0,7,0,0,0
gene-NRAD1|NRAD1,0,26,39,0,0,0
gene-MIR8079|MIR8079,0,0,0,0,0,0
rna-NR_107046.1|MIR8079,0,0,0,0,0,0
gene-LOC107984552|LOC107984552,0,6,0,0,0,0
gene-LOC124903261|LOC124903261,0,3,0,0,0,0
gene-LINC00407|LINC00407,0,0,0,0,0,0
gene-LOC105370185|LOC105370185,0,0,0,0,0,0
gene-LOC105370187|LOC105370187,0,4,5,0,0,0
gene-LOC107984619|LOC107984619,0,29,0,0,0,2
gene-TRE-TTC2-1|TRE-TTC2-1,0,1,0,0,0,0
gene-LOC107984596|LOC107984596,0,8,6,0,0,0
gene-LOC101929259|LOC101929259,0,20,42,0,4,0
gene-PPIAP25|PPIAP25,0,7,0,2,0,0
gene-LINC01055|LINC01055,0,0,2,0,0,0
gene-AKR1B1P4|AKR1B1P4,0,0,0,0,0,0
gene-CBY2|CBY2,0,0,0,0,0,0
gene-SIAH3|SIAH3,0,15,61,0,5,3
gene-LOC107984578|LOC107984578,0,0,7,0,0,0
gene-LOC105370192|LOC105370192,0,0,2,0,0,0
gene-LRRC63|LRRC63,0,0,23,5,0,0
gene-LOC124903262|LOC124903262,0,0,0,0,0,0
gene-ABITRAMP1|ABITRAMP1,0,5,0,0,0,0
gene-LOC105370194|LOC105370194,0,12,4,0,0,0
gene-LOC124903170|LOC124903170,0,0,0,0,0,0
gene-LINC00563|LINC00563,0,16,17,0,0,0
gene-LINC01198|LINC01198,0,4,2,0,0,0
gene-LOC112268117|LOC112268117,0,3,0,0,0,0
gene-LOC107984563|LOC107984563,0,0,0,0,0,0
gene-LOC105370196|LOC105370196,0,18,31,12,0,0
gene-RPL27AP8|RPL27AP8,0,0,0,0,0,0
gene-CYSLTR2|CYSLTR2,0,28,56,0,0,0
gene-LOC105370204|LOC105370204,0,0,0,0,5,0
gene-LOC105370205|LOC105370205,0,17,0,0,0,4
gene-EBPL|EBPL,0,122,19,3,12,0
gene-CTAGE10P|CTAGE10P,0,0,0,0,0,0
gene-RNY4P9|RNY4P9,0,0,3,0,0,0
gene-LOC107984568|LOC107984568,0,0,2,0,0,0
gene-C13orf42|C13orf42,0,8,0,0,0,0
gene-LOC107984554|LOC107984554,0,16,0,0,0,0
gene-FAM124A|FAM124A,0,11,73,0,0,0
gene-LOC124903175|LOC124903175,0,0,0,0,0,0
gene-MIR4703|MIR4703,0,0,0,0,0,0
rna-NR_039852.1|MIR4703,0,0,0,0,0,0
gene-THSD1P1|THSD1P1,0,9,14,1,2,0
gene-MRPS31P5|MRPS31P5,0,16,57,8,3,2
gene-LOC105370207|LOC105370207,0,29,33,0,0,0
gene-MIR759|MIR759,0,0,0,0,0,0
rna-NR_031582.1|MIR759,0,0,0,0,0,0
gene-PCDH8|PCDH8,0,0,45,0,0,0
gene-OLFM4|OLFM4,0,0,0,0,5,3
gene-PCDH8P1|PCDH8P1,0,0,0,0,0,0
gene-ZNF646P1|ZNF646P1,0,0,16,0,0,0
gene-MIR1297|MIR1297,0,0,0,0,0,0
rna-NR_031628.1|MIR1297,0,0,0,0,0,0
gene-LOC105370213|LOC105370213,0,3,0,0,0,0
gene-LINC02335|LINC02335,0,31,1,7,13,0
gene-MIR5007|MIR5007,0,0,0,0,0,0
rna-NR_049804.1|MIR5007,0,0,0,0,0,0
gene-HNF4GP1|HNF4GP1,0,33,14,7,0,0
gene-LOC105370214|LOC105370214,0,0,0,0,0,0
gene-LOC124903268|LOC124903268,0,0,0,0,0,0
gene-LOC124903235|LOC124903235,0,0,0,0,0,0
gene-PRR20A|PRR20A,0,0,0,0,0,0
gene-PRR20B|PRR20B,0,0,0,0,0,0
gene-PRR20C|PRR20C,0,0,0,0,0,0
gene-PRR20D|PRR20D,0,0,0,0,0,0
gene-PRR20E|PRR20E,0,0,0,0,0,0
gene-LOC105370216|LOC105370216,0,0,0,0,0,0
gene-SLC25A5P4|SLC25A5P4,0,18,0,0,0,0
gene-LOC105370217|LOC105370217,0,6,0,0,0,0
gene-LINC00374|LINC00374,0,4,11,0,0,0
gene-RNY4P29|RNY4P29,0,4,0,0,0,0
gene-LOC105370219|LOC105370219,0,0,0,0,0,0
gene-LOC105370220|LOC105370220,0,4,0,0,0,0
gene-HMGN2P39|HMGN2P39,0,0,0,0,0,0
gene-LOC105370221|LOC105370221,0,12,14,0,0,0
gene-LOC105370223|LOC105370223,0,6,22,0,0,0
gene-LOC105370222|LOC105370222,0,0,0,0,0,0
gene-LOC105370227|LOC105370227,0,0,0,0,0,0
gene-LINC00434|LINC00434,0,0,1,0,0,0
gene-LOC105370230|LOC105370230,0,0,2,0,0,0
gene-EIF4A1P6|EIF4A1P6,0,51,0,0,0,0
gene-LINC00378|LINC00378,0,0,7,0,0,0
gene-RNY4P31|RNY4P31,0,0,0,0,0,0
gene-LINC01442|LINC01442,0,0,7,0,0,0
gene-LOC102723910|LOC102723910,0,40,27,16,10,0
gene-MIR3169|MIR3169,0,0,1,0,0,0
rna-NR_036128.1|MIR3169,0,0,1,0,0,0
gene-PCDH20|PCDH20,0,7,0,9,10,0
gene-LINC02339|LINC02339,0,0,0,0,0,0
gene-LOC105370231|LOC105370231,0,0,0,0,0,0
gene-LINC00358|LINC00358,0,25,0,0,0,0
gene-LINC01075|LINC01075,0,0,0,0,0,0
gene-LINC01074|LINC01074,0,0,0,0,0,0
gene-LINC00459|LINC00459,0,0,0,0,2,0
gene-LOC105370232|LOC105370232,0,0,14,0,0,0
gene-LINC00448|LINC00448,0,4,0,0,0,0
gene-LOC105370234|LOC105370234,0,27,3,13,5,0
gene-LINC00376|LINC00376,0,0,0,0,0,0
gene-LOC105370237|LOC105370237,0,0,0,0,0,0
gene-LOC105370236|LOC105370236,0,0,0,0,0,0
gene-LINC00395|LINC00395,0,0,0,0,0,0
gene-LOC105370235|LOC105370235,0,0,0,0,0,0
gene-OR7E156P|OR7E156P,0,0,0,0,0,0
gene-LOC112267897|LOC112267897,0,9,6,0,0,1
gene-PPP1R2P10|PPP1R2P10,0,18,0,0,3,2
gene-LOC102723968|LOC102723968,0,0,5,0,0,0
gene-LOC647264|LOC647264,0,8,1,0,0,1
gene-LOC105377815|LOC105377815,0,0,0,0,0,0
gene-LINC00355|LINC00355,0,0,0,0,103,0
gene-LOC124903237|LOC124903237,0,0,0,0,0,0
gene-LOC105370238|LOC105370238,0,0,0,0,0,0
gene-LOC107987190|LOC107987190,0,0,0,0,0,0
gene-LOC105370239|LOC105370239,0,0,5,0,0,0
gene-LOC105370240|LOC105370240,0,0,0,0,0,0
gene-LOC105370245|LOC105370245,0,0,0,0,0,0
gene-LOC124903225|LOC124903225,0,0,29,0,16,0
gene-MIR4704|MIR4704,0,0,0,0,0,0
rna-NR_039853.1|MIR4704,0,0,0,0,0,0
gene-LOC124903179|LOC124903179,0,0,0,0,0,0
gene-LINC00364|LINC00364,0,0,0,0,0,0
gene-LOC105370248|LOC105370248,0,0,10,0,0,0
gene-LOC105370249|LOC105370249,0,0,0,0,0,0
gene-LOC105370250|LOC105370250,0,9,0,0,0,0
gene-LOC107984622|LOC107984622,0,7,3,0,0,0
gene-LOC101927072|LOC101927072,0,11,0,0,0,0
gene-LOC124903239|LOC124903239,0,17,0,3,0,0
gene-HNRNPA1P18|HNRNPA1P18,0,0,0,0,0,0
gene-LINC00550|LINC00550,0,17,0,0,5,0
gene-LOC105370254|LOC105370254,0,0,0,0,0,0
gene-LINC02342|LINC02342,0,3,0,0,0,0
gene-LINC00383|LINC00383,0,17,5,0,0,0
gene-SRSF1P1|SRSF1P1,0,0,29,0,0,0
gene-KLHL1|KLHL1,0,14,14,0,0,0
gene-ATXN8OS|ATXN8OS,0,46,35,6,6,0
gene-RNU6-54P|RNU6-54P,0,0,0,0,0,0
gene-LOC105370255|LOC105370255,0,12,4,0,0,0
gene-MTCL1P1|MTCL1P1,0,3,0,0,0,0
gene-LINC00348|LINC00348,0,0,6,0,0,0
gene-LOC124900345|LOC124900345,0,0,0,0,0,0
gene-RPL18AP17|RPL18AP17,0,0,1,0,0,0
gene-LOC124900340|LOC124900340,0,0,1,0,0,0
gene-LOC124903181|LOC124903181,0,0,47,10,75,0
gene-LOC124900344|LOC124900344,0,0,0,0,0,0
gene-LOC105377816|LOC105377816,0,5,6,0,0,0
gene-LOC100288208|LOC100288208,0,0,0,0,0,0
gene-LINC00381|LINC00381,0,6,0,0,0,0
gene-LOC107987191|LOC107987191,0,0,0,0,0,0
gene-LINC00347|LINC00347,0,0,0,0,0,0
gene-RIOK3P1|RIOK3P1,0,0,0,0,0,0
gene-CTAGE11P|CTAGE11P,0,0,0,0,0,0
gene-LINC01078|LINC01078,0,17,0,0,0,0
gene-LMO7DN|LMO7DN,0,8,0,0,0,0
gene-LMO7DN-IT1|LMO7DN-IT1,0,0,0,0,0,0
gene-LINC00561|LINC00561,0,0,0,0,0,2
gene-LOC105370263|LOC105370263,0,0,0,0,0,0
gene-LOC105370264|LOC105370264,0,0,0,0,0,0
gene-LOC105370266|LOC105370266,0,0,0,3,0,0
gene-LOC112268120|LOC112268120,0,8,9,0,0,0
gene-LOC107984587|LOC107984587,0,0,22,0,0,0
gene-BTF3P11|BTF3P11,0,0,0,0,0,0
gene-LOC124903186|LOC124903186,0,0,4,5,0,0
gene-LOC105370271|LOC105370271,0,0,0,0,0,0
gene-SPTLC1P5|SPTLC1P5,0,0,8,0,0,0
gene-LOC100129307|LOC100129307,0,0,0,0,0,0
gene-EDNRB-AS1|EDNRB-AS1,0,17,0,7,0,0
gene-EDNRB|EDNRB,0,0,7,0,0,0
gene-LINC01069|LINC01069,0,4,0,0,0,0
gene-LINC00446|LINC00446,0,9,8,0,0,0
gene-LOC105370272|LOC105370272,0,0,0,0,0,0
gene-LINC00331|LINC00331,0,0,0,0,0,0
gene-LOC105370273|LOC105370273,0,2,8,0,0,0
gene-BCAS2P3|BCAS2P3,0,0,5,0,0,0
gene-RBM26-AS1|RBM26-AS1,0,4,12,0,0,0
gene-LOC105370274|LOC105370274,0,0,2,0,0,0
gene-LINC01068|LINC01068,0,2,13,0,0,0
gene-LOC124903226|LOC124903226,0,0,0,0,0,0
gene-LINC01038|LINC01038,0,0,8,0,0,0
gene-LINC01080|LINC01080,0,0,3,0,0,0
gene-LOC105370275|LOC105370275,0,0,0,0,0,0
gene-LOC101927238|LOC101927238,0,0,0,0,0,0
gene-ARF4P4|ARF4P4,0,0,0,0,0,0
gene-LOC124903241|LOC124903241,0,0,0,0,0,0
gene-LINC00564|LINC00564,0,0,0,0,0,0
gene-LOC105370281|LOC105370281,0,0,0,0,0,0
gene-LOC105370282|LOC105370282,0,0,0,0,0,0
gene-LOC105370284|LOC105370284,0,0,0,0,0,0
gene-LOC105370285|LOC105370285,0,0,0,0,0,0
gene-LOC124903242|LOC124903242,0,0,0,0,0,0
gene-LOC105370286|LOC105370286,0,0,0,0,0,0
gene-SLITRK1|SLITRK1,0,2,9,0,0,0
gene-LOC105370287|LOC105370287,0,0,0,0,0,0
gene-LINC00333|LINC00333,0,0,0,0,0,0
gene-LOC105370289|LOC105370289,0,0,0,0,0,0
gene-SNORA107|SNORA107,0,0,3,0,0,0
gene-LOC105370290|LOC105370290,0,3,0,0,0,0
gene-LOC105370292|LOC105370292,0,7,0,0,0,0
gene-LINC00351|LINC00351,0,0,0,0,0,0
gene-SLITRK6|SLITRK6,0,29,0,0,0,0
gene-LOC124903227|LOC124903227,0,0,13,0,0,0
gene-LOC105370299|LOC105370299,0,19,0,3,0,0
gene-LOC105370300|LOC105370300,0,0,0,0,0,0
gene-LINC00430|LINC00430,0,0,0,0,0,0
gene-LOC105370301|LOC105370301,0,0,0,0,0,0
gene-LOC112268106|LOC112268106,0,0,24,0,0,0
gene-LINC00397|LINC00397,0,2,0,0,0,0
gene-LOC105370304|LOC105370304,0,0,2,0,0,0
gene-TET1P1|TET1P1,0,0,0,6,3,0
gene-LINC00373|LINC00373,0,0,0,0,0,0
gene-LOC124903243|LOC124903243,0,78,83,8,14,0
gene-LINC00560|LINC00560,0,2,6,0,0,0
gene-GRPEL2P1|GRPEL2P1,0,0,0,0,0,0
gene-LOC105370307|LOC105370307,0,0,0,0,0,0
gene-LINC01047|LINC01047,0,47,7,0,0,0
gene-LINC00440|LINC00440,0,0,0,0,0,0
gene-LOC107984621|LOC107984621,0,0,0,0,0,0
gene-LINC01040|LINC01040,0,0,0,0,0,0
gene-LINC00353|LINC00353,0,0,0,0,0,0
gene-LINC02336|LINC02336,0,0,31,0,0,0
gene-LOC124903257|LOC124903257,0,0,0,1,0,0
gene-PEX12P1|PEX12P1,0,2,0,0,0,0
gene-FAR1P1|FAR1P1,0,0,0,0,2,0
gene-LOC124903228|LOC124903228,0,0,0,0,0,0
gene-LOC105370310|LOC105370310,0,0,0,0,0,0
gene-LINC01049|LINC01049,0,0,0,0,0,0
gene-LOC107984572|LOC107984572,0,0,2,0,0,0
gene-LOC105370311|LOC105370311,0,5,0,0,0,0
gene-LINC00410|LINC00410,0,0,0,0,0,0
gene-LINC00380|LINC00380,0,0,0,0,0,0
gene-LOC105370312|LOC105370312,0,21,0,0,0,0
gene-LOC124903187|LOC124903187,0,20,0,0,6,0
gene-LINC00379|LINC00379,0,0,5,0,0,0
gene-LOC124903188|LOC124903188,0,6,0,0,0,0
gene-LOC105370313|LOC105370313,0,0,0,0,0,0
gene-LOC105370314|LOC105370314,0,0,0,0,0,0
gene-PPIAP23|PPIAP23,0,6,27,6,0,0
gene-LOC124903189|LOC124903189,0,0,0,0,0,0
gene-LOC105370317|LOC105370317,0,0,0,0,0,0
gene-LINC00363|LINC00363,0,0,0,0,0,0
gene-LINC00391|LINC00391,0,18,0,0,0,0
gene-RN7SL585P|RN7SL585P,0,2,0,0,0,0
gene-SOX21|SOX21,0,0,0,5,0,0
gene-RNY4P27|RNY4P27,0,2,0,0,0,0
gene-LOC124903193|LOC124903193,0,0,0,0,0,0
gene-LOC124903194|LOC124903194,0,0,0,0,0,0
gene-LINC00359|LINC00359,0,0,0,0,0,0
gene-TULP3P1|TULP3P1,0,0,0,0,0,0
gene-OXGR1|OXGR1,0,7,37,0,0,0
gene-LOC124903264|LOC124903264,0,0,2,0,0,0
gene-LOC124903196|LOC124903196,0,1,0,0,0,0
gene-LOC124903259|LOC124903259,0,1,0,2,0,0
gene-NUS1P4|NUS1P4,0,0,0,0,1,0
gene-CYCSP35|CYCSP35,0,0,0,0,0,0
gene-SLC15A1|SLC15A1,0,18,10,0,0,0
gene-LOC105370330|LOC105370330,0,0,0,0,0,0
gene-LINC01232|LINC01232,0,5,0,0,0,0
gene-LINC00449|LINC00449,0,12,14,0,0,0
gene-LINC01039|LINC01039,0,33,10,6,0,0
gene-LOC105370332|LOC105370332,0,0,0,0,0,0
gene-CLYBL|CLYBL,0,48,13,0,1,2
gene-MIR4306|MIR4306,0,0,0,0,0,0
rna-NR_036191.1|MIR4306,0,0,0,0,0,0
gene-LOC124903199|LOC124903199,0,67,126,6,0,2
gene-CLYBL-AS2|CLYBL-AS2,0,0,0,0,0,0
gene-CLYBL-AS1|CLYBL-AS1,0,0,0,0,0,0
gene-CLYBL-AS3|CLYBL-AS3,0,2,0,0,0,0
gene-LOC124900342|LOC124900342,0,0,0,0,0,0
gene-LOC124903263|LOC124903263,0,0,0,0,0,0
gene-ZIC5|ZIC5,0,21,0,0,0,0
gene-ZIC2|ZIC2,0,0,10,0,0,0
gene-LINC00554|LINC00554,0,0,0,0,0,2
gene-LOC124903200|LOC124903200,0,0,0,0,0,0
gene-LOC124903258|LOC124903258,0,1,3,0,0,0
gene-POGLUT2|POGLUT2,0,5,2,0,0,0
gene-LOC105370338|LOC105370338,0,0,0,0,0,0
gene-LOC105370339|LOC105370339,0,0,0,0,0,0
gene-LINC01309|LINC01309,0,0,0,0,0,0
gene-LOC124903203|LOC124903203,0,10,0,3,0,0
gene-LOC124903204|LOC124903204,0,26,0,8,0,0
gene-LOC105370340|LOC105370340,0,0,25,0,7,0
gene-LOC107984608|LOC107984608,0,0,0,0,0,0
gene-LOC105370342|LOC105370342,0,0,0,0,0,0
gene-LOC105370344|LOC105370344,0,0,0,0,0,0
gene-LOC105370345|LOC105370345,0,4,0,0,0,0
gene-LINC00343|LINC00343,0,0,0,0,3,0
gene-LOC124903244|LOC124903244,0,3,0,0,0,0
gene-LOC124903245|LOC124903245,0,12,12,5,0,0
gene-LOC107984626|LOC107984626,0,5,33,6,7,0
gene-LINC00460|LINC00460,0,0,0,0,0,0
gene-LOC124903246|LOC124903246,0,0,0,0,0,0
gene-RPL35P9|RPL35P9,0,12,11,2,5,0
gene-ARGLU1-DT|ARGLU1-DT,0,0,0,0,0,0
gene-LINC00443|LINC00443,0,2,16,0,0,0
gene-ATP5MC1P5|ATP5MC1P5,0,9,0,2,0,0
gene-LOC107984627|LOC107984627,0,0,6,0,0,0
gene-LOC105370349|LOC105370349,0,2,7,0,0,0
gene-LOC124903248|LOC124903248,0,6,4,9,3,0
gene-LOC124903205|LOC124903205,0,0,0,0,0,0
gene-LOC105370355|LOC105370355,0,17,16,0,0,0
gene-LINC03061|LINC03061,0,2,3,0,0,0
gene-LOC130494219|LOC130494219,0,0,0,3,0,0
gene-LOC124903210|LOC124903210,0,12,141,0,6,0
gene-LOC101927627|LOC101927627,0,0,0,0,0,0
gene-LINC00676|LINC00676,0,0,0,0,0,0
gene-LOC107984613|LOC107984613,0,0,20,7,0,0
gene-LINC00567|LINC00567,0,0,3,0,0,0
gene-LINC00368|LINC00368,0,24,0,0,0,0
gene-TEX29|TEX29,0,0,0,0,0,0
gene-LOC105370365|LOC105370365,0,0,0,0,0,0
gene-LOC107984618|LOC107984618,0,4,0,2,0,0
gene-LINC02337|LINC02337,0,0,0,0,0,0
gene-LOC107983958|LOC107983958,0,0,0,0,0,0
gene-LOC105370366|LOC105370366,0,0,0,0,0,0
gene-LOC102724489|LOC102724489,0,0,0,0,0,0
gene-LOC102724510|LOC102724510,0,0,0,0,0,0
gene-LINC00354|LINC00354,0,0,0,0,0,0
gene-LOC105370370|LOC105370370,0,16,0,0,0,0
gene-LINC01070|LINC01070,0,0,0,0,0,0
gene-LOC124903249|LOC124903249,0,0,4,0,0,0
gene-LOC101928730|LOC101928730,0,0,0,0,0,0
gene-LOC107984555|LOC107984555,0,0,0,0,0,0
gene-LINC01043|LINC01043,0,4,0,0,1,0
gene-LINC01044|LINC01044,0,0,0,0,0,0
gene-LOC124903250|LOC124903250,0,2,5,0,0,0
gene-LOC105370373|LOC105370373,0,3,15,0,0,0
gene-SPACA7|SPACA7,0,0,0,0,0,0
gene-LOC105370372|LOC105370372,0,0,0,0,0,0
gene-ATP11AUN|ATP11AUN,0,8,11,0,0,0
gene-F7|F7,0,0,34,0,0,0
gene-LOC102724474|LOC102724474,0,0,0,0,0,0
gene-LOC124903216|LOC124903216,0,0,0,0,0,0
gene-LOC124903218|LOC124903218,0,4,0,0,0,0
gene-GRK1|GRK1,0,0,0,0,0,0
gene-ATP4B|ATP4B,0,1,9,2,0,0
gene-LOC105377805|LOC105377805,0,2,0,0,0,0
gene-LINC00552|LINC00552,0,0,0,0,0,1
gene-TMEM255B|TMEM255B,0,15,15,0,0,0
gene-GAS6-AS1|GAS6-AS1,0,15,17,0,0,0
gene-LOC124903220|LOC124903220,0,0,0,0,0,0
gene-GAS6|GAS6,0,0,22,21,10,89
gene-GAS6-DT|GAS6-DT,0,0,0,0,0,0
gene-DUX4L49|DUX4L49,0,14,0,0,0,0
gene-LOC107987204|LOC107987204,0,0,3,0,0,0
gene-OR11H12|OR11H12,0,1,4,2,0,0
gene-LINC02297|LINC02297,0,31,22,0,3,0
gene-LOC100420172|LOC100420172,0,0,4,0,0,0
gene-NF1P10|NF1P10,0,0,6,0,0,0
gene-NF1P7|NF1P7,0,0,1,0,0,0
gene-MED15P1|MED15P1,0,0,2,0,0,0
gene-NF1P4|NF1P4,0,0,2,0,0,0
gene-NF1P11|NF1P11,0,0,0,0,0,0
gene-LOC100420171|LOC100420171,0,0,0,0,0,0
gene-ARHGAP42P4|ARHGAP42P4,0,0,0,0,0,0
gene-OR11H2|OR11H2,0,1,3,0,3,0
gene-OR4Q3|OR4Q3,0,5,25,5,0,0
gene-LOC124903431|LOC124903431,0,0,0,0,0,0
gene-OR4N2|OR4N2,0,9,0,2,3,0
gene-OR4K3|OR4K3,0,1,9,0,0,0
gene-OR4K2|OR4K2,0,16,0,0,0,0
gene-LOC124903278|LOC124903278,0,0,0,0,0,0
gene-OR4K1|OR4K1,0,6,0,0,0,0
gene-OR4K5|OR4K5,0,5,15,0,0,0
gene-OR4K15|OR4K15,0,0,0,0,0,0
gene-OR4Q2|OR4Q2,0,0,0,0,0,0
gene-OR4K14|OR4K14,0,2,0,0,0,0
gene-OR4K13|OR4K13,0,0,0,0,0,0
gene-OR4L1|OR4L1,0,0,0,0,0,0
gene-OR4K17|OR4K17,0,11,0,0,0,0
gene-OR4N5|OR4N5,0,0,0,0,0,0
gene-PSMB7P1|PSMB7P1,0,0,0,0,0,0
gene-OR11G2|OR11G2,0,9,11,4,0,0
gene-OR11H6|OR11H6,0,0,0,0,0,0
gene-OR11H7|OR11H7,0,0,0,0,0,0
gene-OR11H4|OR11H4,0,1,0,0,3,0
gene-RPPH1|RPPH1,0,10,1,0,0,0
gene-SETP1|SETP1,0,0,0,0,0,0
gene-RNASE9|RNASE9,0,0,0,0,3,0
gene-TRP-AGG2-5|TRP-AGG2-5,0,0,0,0,0,0
gene-LOC124903280|LOC124903280,0,0,0,0,0,0
gene-TRL-AAG2-3|TRL-AAG2-3,0,0,0,0,0,0
gene-TRP-AGG2-6|TRP-AGG2-6,0,0,0,0,0,0
gene-TRT-TGT3-1|TRT-TGT3-1,0,0,0,0,0,0
gene-TRL-TAG2-1|TRL-TAG2-1,0,0,0,0,0,0
gene-TRT-TGT4-1|TRT-TGT4-1,0,0,0,0,0,0
gene-TRP-TGG1-1|TRP-TGG1-1,0,0,0,0,0,0
gene-OR6S1|OR6S1,0,4,0,0,0,0
gene-TRY-GTA5-3|TRY-GTA5-3,0,0,0,0,0,0
gene-LOC124903281|LOC124903281,0,27,90,0,5,0
gene-TRY-GTA4-1|TRY-GTA4-1,0,0,0,0,0,0
gene-TRY-GTA7-1|TRY-GTA7-1,0,0,0,0,0,0
gene-TRY-GTA5-4|TRY-GTA5-4,0,0,0,0,0,0
gene-TRT-TGT5-1|TRT-TGT5-1,0,0,0,0,0,0
gene-TRY-GTA5-5|TRY-GTA5-5,0,0,0,0,0,0
gene-TRP-TGG3-2|TRP-TGG3-2,0,3,0,0,0,0
gene-ANG|ANG,0,37,9,0,0,0
gene-RNASE4|RNASE4,0,19,66,0,0,0
gene-EGILA|EGILA,0,0,0,0,0,0
gene-RANBP20P|RANBP20P,0,3,0,0,0,0
gene-LOC100507513|LOC100507513,0,0,5,0,0,0
gene-RNASE3|RNASE3,0,0,0,0,0,0
gene-RNASE2CP|RNASE2CP,0,36,10,0,0,0
gene-LOC105378175|LOC105378175,0,0,0,0,0,0
gene-OR10G3|OR10G3,0,46,7,0,10,0
gene-OR10G1P|OR10G1P,0,0,0,0,0,0
gene-OR10G2|OR10G2,0,2,22,0,0,0
gene-ARL6IP1P1|ARL6IP1P1,0,0,0,10,3,0
gene-OR4E2|OR4E2,0,12,8,0,0,0
gene-OR4E1|OR4E1,0,15,0,0,0,3
gene-TRAV2|TRAV2,0,5,6,0,0,0
gene-TRAV3|TRAV3,0,11,0,0,0,0
gene-TRAV4|TRAV4,0,15,0,0,0,0
gene-TRAV5|TRAV5,0,0,0,0,0,0
gene-TRAV6|TRAV6,0,4,0,0,0,0
gene-TRAV7|TRAV7,0,0,9,0,0,0
